~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~ Information of Currently running processess. ~~~~~
~~~~~~~~~~ Log Time: Sat Jun 28 01:48:46 2025~~~~~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
1) {'name': 'System Idle Process', 'username': 'NT AUTHORITY\\SYSTEM', 'pid': 0}
318) {'name': 'redirector.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 26716}
319) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 26940}
320) {'name': 'svchost.exe', 'username': None, 'pid': 27028}
321) {'name': 'SelfService.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27264}
322) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27320}
323) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27376}
324) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27384}
325) {'name': 'svchost.exe', 'username': None, 'pid': 27428}
326) {'name': 'LenovoVantage-(GenericMessagingAddin).exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27448}
327) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27520}
328) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27796}
329) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27868}
330) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27964}
331) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28032}
332) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28240}
333) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28280}
334) {'name': 'LogonUI.exe', 'username': None, 'pid': 28544}
335) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28692}
336) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28728}
337) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28936}
338) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29364}
339) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29428}
340) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29440}
341) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29508}
342) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29512}
343) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29528}
344) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29692}
345) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29724}
346) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29748}
347) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29804}
348) {'name': 'usercontextservice.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29936}
349) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30096}
350) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30104}
351) {'name': 'kvoop.exe', 'username': None, 'pid': 30116}
352) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30540}
353) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30600}
354) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30608}
355) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30612}
356) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30656}
357) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30660}
358) {'name': 'svchost.exe', 'username': None, 'pid': 30716}
359) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 31028}
360) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 31964}
361) {'name': 'ONENOTEM.EXE', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 32256}
362) {'name': 'dllhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 32472}
363) {'name': 'SenseTVM.exe', 'username': None, 'pid': 32556}
364) {'name': 'kvoop.exe', 'username': None, 'pid': 32664}
365) {'name': 'kvoop.exe', 'username': None, 'pid': 33540}
366) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 33948}
367) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34084}
368) {'name': 'cmd.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34424}
369) {'name': 'smartscreen.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34920}
370) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35028}
371) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35192}
372) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35364}
373) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35412}
374) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35820}
375) {'name': 'svchost.exe', 'username': None, 'pid': 36224}
376) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 36328}
377) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 37320}
378) {'name': 'svchost.exe', 'username': None, 'pid': 37372}
379) {'name': 'StartMenuExperienceHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 37576}
380) {'name': 'OfficeClickToRun.exe', 'username': None, 'pid': 38060}
381) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38068}
382) {'name': 'TextInputHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38372}
383) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38540}
384) {'name': 'python.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38648}
385) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38968}
386) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39016}
387) {'name': 'Dserui.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39092}
388) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39344}
389) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39528}
390) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39768}
391) {'name': 'svchost.exe', 'username': None, 'pid': 39776}
392) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40140}
393) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40260}
394) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40768}
395) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41032}
396) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41156}
397) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41236}
398) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41252}
399) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41360}
400) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41884}
401) {'name': 'RtkUWP.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42180}
402) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42760}
403) {'name': 'svchost.exe', 'username': None, 'pid': 42836}
404) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42888}
405) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43052}
406) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43084}
407) {'name': 'dllhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43096}
408) {'name': 'WindowsTerminal.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43352}
409) {'name': 'svchost.exe', 'username': None, 'pid': 43716}
410) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43736}
411) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44000}
412) {'name': 'RdrCEF.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44164}
413) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44504}
414) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44692}
415) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44708}
416) {'name': 'spoolsv.exe', 'username': None, 'pid': 44812}
417) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44928}
418) {'name': 'SenseNdr.exe', 'username': None, 'pid': 45176}
419) {'name': 'svchost.exe', 'username': None, 'pid': 45208}
420) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45572}
421) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45592}
422) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45948}
423) {'name': 'AcroRd32.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46636}
424) {'name': 'RdrCEF.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46648}
425) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46720}
426) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46784}
427) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46808}
428) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47180}
429) {'name': 'kvoop.exe', 'username': None, 'pid': 47268}
430) {'name': 'Notepad.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47276}
431) {'name': 'SearchFilterHost.exe', 'username': None, 'pid': 47388}
432) {'name': 'enterprise_companion.exe', 'username': None, 'pid': 47824}
433) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47908}
434) {'name': 'notepad++.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48072}
435) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48112}
436) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48144}
437) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48300}
438) {'name': 'Photos.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48376}
439) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48704}
440) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48952}
441) {'name': 'kvoop.exe', 'username': None, 'pid': 49196}
442) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 49848}
443) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 49940}
444) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50460}
445) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50488}
446) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50680}
447) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50944}
448) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51048}
449) {'name': 'powershell.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51116}
450) {'name': 'OpenConsole.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51460}
451) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51608}
452) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51688}
453) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51852}
454) {'name': 'ShellExperienceHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52144}
455) {'name': 'SearchHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52200}
456) {'name': 'explorer.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52368}
457) {'name': 'WmiPrvSE.exe', 'username': None, 'pid': 53016}
458) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53176}
459) {'name': 'SearchProtocolHost.exe', 'username': None, 'pid': 53252}
460) {'name': 'EndPointClassifier.exe', 'username': None, 'pid': 53424}
461) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53608}
462) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53624}
463) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53748}
464) {'name': 'powershell.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53964}
465) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54312}
466) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54620}
467) {'name': 'python.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54796}
468) {'name': 'BioIso.exe', 'username': None, 'pid': 54836}
469) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54900}
470) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 55072}
471) {'name': 'conhost.exe', 'username': None, 'pid': 55212}
472) {'name': 'kvoop.exe', 'username': None, 'pid': 55380}
473) {'name': 'enterprise_companion.exe', 'username': None, 'pid': 55576}
474) {'name': 'SenseIR.exe', 'username': None, 'pid': 56140}
475) {'name': 'F1EUI.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56212}
476) {'name': 'pc-print.exe', 'username': None, 'pid': 56624}
477) {'name': 'SystemSettings.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56820}
478) {'name': 'OneDrive.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56964}
479) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57036}
480) {'name': 'pc-print-deploy-client.exe', 'username': None, 'pid': 57164}
481) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57360}
482) {'name': 'backgroundTaskHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57784}
483) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57788}
484) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57904}
485) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58060}
486) {'name': 'pc-print-deploy-client.exe', 'username': None, 'pid': 58260}
487) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58392}
488) {'name': 'SearchIndexer.exe', 'username': None, 'pid': 58544}
489) {'name': 'AMDGameConfigServ.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58568}
490) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58988}
491) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 59160}
492) {'name': 'Microsoft.SharePoint.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 59312}
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
